Time (s),Left Encoder Raw,Right Encoder Raw,Left Encoder (deg),Right Encoder (deg),Left Load Cell 1 (V),Left Load Cell 2 (V),Right Load Cell 1 (V),Right Load Cell 2 (V),Motor CAN ID,Motor Position (rad),Motor Velocity (rad/s),Motor Torque (Nm),Motor Temperature (C),Motor Error
17.611940458009485,0,0,0.0,0.0,2.4183881282806396,2.441758155822754,0.03142857179045677,0.030622711405158043,2,2.0273513793945312,-6.824176788330078,-0.010989189147949219,63,0
17.717407083022408,0,0,0.0,0.0,2.41597056388855,2.442564010620117,3.732736810314518e-39,2.3149450630645978e-42,44,0.03304029256105423,0.030622711405158043,0.0,2,0
17.822195790999103,0,0,0.0,0.0,2.4175825119018555,2.4409525394439697,0.03223443403840065,0.030622711405158043,2,0.493438720703125,-5.395603179931641,-0.010989189147949219,63,0
17.92756995803211,0,0,0.0,0.0,2.419193983078003,2.436923027038574,0.03223443403840065,0.030622711405158043,2,0.22068405151367188,-1.2417564392089844,-0.010989189147949219,63,0
18.033357458014507,0,0,0.0,0.0,2.4312820434570312,2.424835205078125,0.03223443403840065,0.030622711405158043,3,12.0066499710083,9.814258697267971e+35,5.6001211568584124e-39,0,0
18.138408833008725,0,0,0.0,0.0,2.45062255859375,2.416776657104492,0.03142857179045677,0.030622711405158043,2,0.20618724822998047,0.010990142822265625,-0.010989189147949219,63,90
18.246589708025567,0,0,0.0,0.0,2.4715750217437744,2.396630048751831,0.03223443403840065,0.030622711405158043,2,0.20618724822998047,-0.09889984130859375,-0.010989189147949219,63,0
18.352761875023134,0,0,0.0,0.0,2.507838726043701,2.37406587600708,0.03223443403840065,0.030622711405158043,2,0.20695018768310547,0.16483688354492188,-0.010989189147949219,63,0
18.462470250029583,0,0,0.0,0.0,2.5223443508148193,2.351501703262329,0.03223443403840065,0.030622711405158043,2,0.21992111206054688,0.4945068359375,-0.010989189147949219,63,0
18.56906633300241,0,0,0.0,0.0,2.527179479598999,2.33941388130188,0.03142857179045677,0.030622711405158043,2,0.2935457229614258,1.8571434020996094,-0.010989189147949219,63,0
18.676358374999836,0,0,0.0,0.0,2.535238027572632,2.33699631690979,0.03223443403840065,0.030622711405158043,2,0.6086444854736328,5.0659332275390625,-0.010989189147949219,63,0
18.782531291013584,0,0,0.0,0.0,2.5344321727752686,2.3386080265045166,0.03223443403840065,0.030622711405158043,60,7.174648137343064e-43,-177.5,-1.4697566653156164e+19,64,0
18.88882074999856,6,47872,0.52734375,4207.5,2.530402898788452,2.3361904621124268,0.03223443403840065,0.030622711405158043,25,0.7503306269645691,0.738292396068573,5.6022273084502926e-39,0,0
18.99494779104134,0,0,0.0,0.0,2.5223443508148193,2.340219736099243,0.03223443403840065,0.030622711405158043,2,2.3271913528442383,4.5604400634765625,-0.010989189147949219,63,0
19.10105595801724,36258,16416,3186.73828125,1442.8125,2.512673854827881,2.3643956184387207,3.732736810314518e-39,2.406029463245711e-42,170,0.03142857179045677,0.030622711405158043,0.0,2,0
19.207571166043635,0,0,0.0,0.0,2.5030035972595215,2.368424892425537,0.03142857179045677,0.030622711405158043,2,2.578202247619629,0.25274658203125,-0.010989189147949219,63,0
19.31555716600269,0,0,0.0,0.0,2.501391887664795,2.368424892425537,0.03223443403840065,0.029816849157214165,2,2.578202247619629,0.07692337036132812,-0.010989189147949219,63,0
19.42115929099964,0,0,0.0,0.0,2.502197742462158,2.377289295196533,0.03223443403840065,0.030622711405158043,2,2.578202247619629,0.03296661376953125,-0.010989189147949219,63,0
19.526358750008512,0,0,0.0,0.0,2.504615306854248,2.377289295196533,0.03223443403840065,0.030622711405158043,2,2.578202247619629,-0.14285659790039062,-0.010989189147949219,63,0
19.633827915997244,0,0,0.0,0.0,2.5030035972595215,2.3780951499938965,0.03223443403840065,0.030622711405158043,2,2.578202247619629,-0.20878982543945312,-0.010989189147949219,63,0
19.743777041032445,0,0,0.0,0.0,2.5030035972595215,2.3780951499938965,0.03223443403840065,0.030622711405158043,2,2.578202247619629,0.09889984130859375,-0.010989189147949219,63,0
19.854004583030473,0,0,0.0,0.0,2.5030035972595215,2.376483678817749,0.03223443403840065,0.030622711405158043,2,2.5785837173461914,0.27472686767578125,-0.010989189147949219,63,0
19.96273112500785,0,0,0.0,0.0,2.5038094520568848,2.3805129528045654,0.03223443403840065,0.030622711405158043,2,2.578202247619629,-0.1868133544921875,-0.010989189147949219,63,0
20.069663875037804,0,0,0.0,0.0,2.502197742462158,2.3789010047912598,0.03223443403840065,0.030622711405158043,2,2.5785837173461914,0.23077011108398438,-0.010989189147949219,63,0
20.17592558299657,0,0,0.0,0.0,2.5030035972595215,2.377289295196533,0.03223443403840065,0.030622711405158043,83,0.03223443403840065,0.029816849157214165,0.0,2,0
20.281446915993,0,0,0.0,0.0,2.5030035972595215,2.379706859588623,0.03223443403840065,0.030622711405158043,2,2.578202247619629,-0.23077011108398438,-0.010989189147949219,63,0
20.387386707996484,0,0,0.0,0.0,2.502197742462158,2.3789010047912598,0.03142857179045677,0.030622711405158043,2,2.578202247619629,-0.07692337036132812,-0.010989189147949219,63,0
20.49289737502113,0,0,0.0,0.0,2.502197742462158,2.3780951499938965,0.03223443403840065,0.030622711405158043,2,2.578202247619629,-0.14285659790039062,-0.010989189147949219,63,0
20.599748832988553,0,0,0.0,0.0,2.502197742462158,2.377289295196533,0.03304029256105423,0.03142857179045677,2,2.578202247619629,0.14285659790039062,-0.010989189147949219,63,0
20.704371416009963,0,0,0.0,0.0,2.5030035972595215,2.3805129528045654,-0.03296661376953125,-0.010989189147949219,2,2.578202247619629,-0.03296661376953125,-0.010989189147949219,63,0
20.809950791008305,0,0,0.0,0.0,2.504615306854248,2.3813185691833496,0.03223443403840065,0.030622711405158043,2,2.578202247619629,-0.03296661376953125,-0.010989189147949219,63,0
20.915593125042506,0,0,0.0,0.0,2.5030035972595215,2.3805129528045654,0.03223443403840065,0.030622711405158043,2,2.578202247619629,-0.3626365661621094,-0.010989189147949219,63,0
21.021209791011643,0,0,0.0,0.0,2.504615306854248,2.379706859588623,0.03223443403840065,0.030622711405158043,2,2.578202247619629,-0.25274658203125,-0.010989189147949219,63,0
21.12802470801398,0,0,0.0,0.0,2.502197742462158,2.3716483116149902,0.03223443403840065,0.030622711405158043,2,2.578202247619629,-0.010990142822265625,-0.010989189147949219,63,0
21.234661624999717,0,0,0.0,0.0,2.504615306854248,2.382124423980713,0.03223443403840065,0.030622711405158043,2,2.578202247619629,-0.120880126953125,-0.010989189147949219,63,0
21.341271375014912,0,0,0.0,0.0,2.501391887664795,2.379706859588623,0.03142857179045677,0.030622711405158043,2,2.578202247619629,0.14285659790039062,-0.010989189147949219,63,0
21.447079833014868,0,0,0.0,0.0,2.5030035972595215,2.3756775856018066,0.03223443403840065,0.030622711405158043,2,2.578202247619629,-0.09889984130859375,-0.010989189147949219,63,0
21.554472666000947,0,0,0.0,0.0,2.5030035972595215,2.3780951499938965,3.732736810314518e-39,2.5755865774290138e-42,79,0.03142857179045677,0.030622711405158043,0.0,2,0
21.6596617079922,0,0,0.0,0.0,2.502197742462158,2.3789010047912598,0.03223443403840065,0.029816849157214165,2,2.5785837173461914,0.27472686767578125,-0.010989189147949219,63,0
21.76800149999326,0,0,0.0,0.0,2.501391887664795,2.377289295196533,3.732736810314518e-39,2.589599562072262e-42,2,2.5785837173461914,0.20878982543945312,-0.010989189147949219,63,0
21.873661582998466,0,0,0.0,0.0,2.5030035972595215,2.3780951499938965,0.03223443403840065,0.030622711405158043,2,2.578202247619629,-0.03296661376953125,-0.010989189147949219,63,0
21.979485416028183,0,0,0.0,0.0,2.502197742462158,2.376483678817749,0.03142857179045677,0.030622711405158043,2,2.578202247619629,-0.20878982543945312,-0.010989189147949219,63,0
22.08465700002853,0,0,0.0,0.0,2.501391887664795,2.377289295196533,3.732736810314518e-39,2.60361254671551e-42,2,2.578202247619629,0.010990142822265625,-0.010989189147949219,63,0
22.189430541009642,0,0,0.0,0.0,2.5038094520568848,2.3789010047912598,0.03223443403840065,0.030622711405158043,30,0.03223443403840065,0.030622711405158043,0.0,2,0
22.294766291044652,0,0,0.0,0.0,2.502197742462158,2.377289295196533,0.03223443403840065,0.030622711405158043,2,2.578202247619629,0.010990142822265625,-0.010989189147949219,63,0
22.40074741601711,0,0,0.0,0.0,2.5038094520568848,2.382124423980713,0.03223443403840065,0.030622711405158043,2,2.578202247619629,-0.07692337036132812,-0.010989189147949219,63,0
22.508070333045907,13824,8241,1215.0,724.306640625,2.502197742462158,2.3789010047912598,0.03142857179045677,0.030622711405158043,64,1.6016684501804655e-36,-5.724024390884123e+35,8.407790785948902e-44,0,2
22.61375245801173,0,0,0.0,0.0,2.5030035972595215,2.3780951499938965,0.03142857179045677,0.030622711405158043,2,2.578202247619629,0.0549468994140625,-0.010989189147949219,63,0
22.71795258304337,0,0,0.0,0.0,2.502197742462158,2.37406587600708,0.03223443403840065,0.030622711405158043,2,2.578202247619629,0.0549468994140625,-0.010989189147949219,63,0
22.82404629100347,0,0,0.0,0.0,2.504615306854248,2.3805129528045654,0.03223443403840065,0.030622711405158043,2,2.578202247619629,0.0549468994140625,-0.010989189147949219,63,0
22.930480500042904,0,0,0.0,0.0,2.5038094520568848,2.3789010047912598,0.03223443403840065,0.030622711405158043,2,2.578202247619629,0.03296661376953125,-0.010989189147949219,63,0
23.034663333033677,0,0,0.0,0.0,2.501391887664795,2.3789010047912598,0.03223443403840065,0.029816849157214165,2,2.578202247619629,0.120880126953125,-0.010989189147949219,63,0
23.138763083028607,9218,16416,810.17578125,1442.8125,2.5005860328674316,2.377289295196533,0.03223443403840065,0.030622711405158043,182,0.03223443403840065,0.030622711405158043,0.0,2,0
23.243933416029904,0,0,0.0,0.0,2.5030035972595215,2.3789010047912598,0.03223443403840065,0.030622711405158043,2,2.578202247619629,-0.14285659790039062,-0.010989189147949219,63,0
23.348337333009113,0,0,0.0,0.0,2.501391887664795,2.3789010047912598,0.03223443403840065,0.030622711405158043,182,0.03304029256105423,0.030622711405158043,0.0,2,0
23.45337791601196,0,0,0.0,0.0,2.501391887664795,2.3789010047912598,0.03223443403840065,0.030622711405158043,2,2.578202247619629,0.0549468994140625,-0.010989189147949219,63,0
23.557644415996037,0,0,0.0,0.0,2.502197742462158,2.377289295196533,0.03223443403840065,0.030622711405158043,2,2.5785837173461914,0.27472686767578125,-0.010989189147949219,63,0
23.66238658298971,0,0,0.0,0.0,2.502197742462158,2.377289295196533,0.03223443403840065,0.030622711405158043,2,2.5785837173461914,0.23077011108398438,-0.010989189147949219,63,0
23.76918458304135,0,0,0.0,0.0,2.502197742462158,2.3789010047912598,0.03223443403840065,0.030622711405158043,2,2.578202247619629,-0.0549468994140625,-0.010989189147949219,63,0
