Time (s),Ankle Position (deg),Ankle Velocity (deg/s),Cable 1 Tension (V),Cable 2 Tension (V),Motor position (rad),Motor velocity (rad/s),Motor Feedforward Torque (Nm),Motor Temperature (C)
22.150166417006403,22783,0.0,2.480439,3.090476,0.927558,0.01099,-0.025641,62.0
22.258691125025507,22783,0.0,2.478828,3.163004,0.927558,0.01099,-0.025641,62.0
22.36757616698742,22783,0.0,2.479634,3.133993,0.927558,0.01099,-0.025641,62.0
22.48183504201006,22783,0.0,2.478828,3.143663,0.927558,0.01099,-0.025641,62.0
22.595025249989703,22783,0.0,2.478828,3.157362,0.927558,0.01099,-0.025641,62.0
22.70422025001608,22783,0.0,2.477216,3.112234,0.927558,0.01099,-0.025641,62.0
22.81230787502136,22783,0.0,2.478022,3.146081,0.927558,0.01099,-0.025641,62.0
22.925704292021692,22783,0.0,2.477216,3.075165,0.927558,0.01099,-0.025641,62.0
23.03994220797904,22783,0.0,2.480439,3.193626,0.927558,0.01099,-0.025641,62.0
23.162992208031937,22783,0.0,2.478022,3.154139,0.927558,0.01099,-0.025641,62.0
23.27482862502802,22783,0.0,2.478828,3.150916,0.927558,0.01099,-0.025641,62.0
23.387171833019238,22783,0.0,2.477216,3.13641,0.927558,0.01099,-0.025641,62.0
23.50641795800766,22783,0.0,2.481246,3.196044,0.927558,0.01099,-0.025641,62.0
23.617391458014026,22783,0.0,2.480439,3.171062,0.927558,0.01099,-0.025641,62.0
23.729999167029746,22783,0.0,2.478828,3.161392,0.927558,0.01099,-0.025641,62.0
23.84271133301081,22783,0.0,2.478828,3.154945,0.927558,0.01099,-0.025641,62.0
23.955225082987454,22783,0.0,2.479634,3.135604,0.927558,0.01099,-0.025641,62.0
24.06610204197932,22783,0.0,2.479634,3.168645,0.927558,0.01099,-0.025641,62.0
24.18910366698401,22783,0.0,2.478828,3.186374,0.927558,0.01099,-0.025641,62.0
24.303642667015083,22783,0.0,2.478828,3.180732,0.927558,0.01099,-0.025641,62.0
24.416678457986563,22783,0.0,2.478828,3.162198,0.927558,0.01099,-0.025641,62.0
24.529514333000407,22783,0.0,2.478022,3.150916,0.927558,0.01099,-0.025641,62.0
24.641074958024547,22783,0.0,2.478828,3.125128,0.927558,0.01099,-0.025641,62.0
24.753311667009257,22783,0.0,2.479634,3.164615,0.927558,0.01099,-0.025641,62.0
24.86582120798994,22783,0.0,2.479634,3.156557,0.927558,0.01099,-0.025641,62.0
24.979495792009402,65535,0.0,2.475604,3.116264,0.927558,0.01099,-0.025641,62.0
25.091890792013146,22783,0.0,2.478828,3.175092,0.927558,0.01099,-0.025641,62.0
25.20418983302079,22783,0.0,2.479634,3.169451,0.927558,0.01099,-0.025641,62.0
25.31692212499911,22783,0.0,2.478828,3.157362,0.927558,0.01099,-0.025641,62.0
25.431976000021677,22783,0.0,2.479634,3.161392,0.927558,0.01099,-0.025641,62.0
25.544493750028778,65535,0.0,2.478022,3.142051,0.927558,0.01099,-0.025641,62.0
25.65619875001721,22783,0.0,2.478828,3.187985,0.927558,0.01099,-0.025641,62.0
25.767871332995128,22783,0.0,2.478022,3.152527,0.927558,0.01099,-0.025641,62.0
25.88013616699027,22783,0.0,2.477216,3.099341,0.927558,0.01099,-0.025641,62.0
25.992459332977887,22783,0.0,2.478828,3.182344,0.927558,0.01099,-0.025641,62.0
26.108599167026114,22783,0.0,2.478828,3.184762,0.927558,0.01099,-0.025641,62.0
26.22835558297811,22783,0.0,2.479634,3.138022,0.927558,0.01099,-0.025641,62.0
26.3444765000022,22783,0.0,2.478022,3.153333,0.927558,0.01099,-0.025641,62.0
26.461784375016578,22783,0.0,2.478828,3.192015,0.927558,0.01099,-0.025641,62.0
26.575328707986046,22783,0.0,2.477216,3.162198,0.927558,0.01099,-0.025641,62.0
26.686589125019964,22783,0.0,2.478828,3.16381,0.927558,0.01099,-0.025641,62.0
26.802808917011134,22783,0.0,2.479634,3.167839,0.927558,0.01099,-0.025641,62.0
26.91899066697806,22783,0.0,2.479634,3.104176,0.927558,0.01099,-0.025641,62.0
27.034893708012532,22783,0.0,2.478828,3.168645,0.927558,0.01099,-0.025641,62.0
27.15037020802265,22783,0.0,2.479634,3.18718,0.927558,0.01099,-0.025641,62.0
27.266220499994233,65535,0.0,2.478022,3.151721,0.927558,0.01099,-0.025641,62.0
27.379275333019905,22783,0.0,2.480439,3.185568,0.927558,0.01099,-0.025641,62.0
27.494739249988925,22783,0.0,2.479634,3.189597,0.927558,0.01099,-0.025641,62.0
27.60946166701615,22783,0.0,2.478828,3.176703,0.927558,0.01099,-0.025641,62.0
27.725278083002195,22783,0.0,2.478022,3.17348,0.927558,0.01099,-0.025641,62.0
27.841486625024118,65535,0.0,2.478828,3.161392,0.927558,0.01099,-0.025641,62.0
27.95528012502473,22527,0.0,2.480439,3.151721,0.927558,0.01099,-0.025641,62.0
28.07095904200105,22783,0.0,2.477216,3.084029,0.927558,0.01099,-0.025641,62.0
28.18449870799668,22527,0.0,2.481246,3.189597,0.927558,0.01099,-0.025641,62.0
28.298150499991607,22783,0.0,2.480439,3.182344,0.927558,0.01099,-0.025641,62.0
28.411348208028357,65535,0.0,2.481246,3.167033,0.927558,0.01099,-0.025641,62.0
28.52685304201441,22527,0.0,2.481246,3.169451,0.927558,0.01099,-0.025641,62.0
28.643938333028927,22783,0.0,2.480439,3.148498,0.927558,0.01099,-0.025641,62.0
28.759372125030495,22527,0.0,2.484469,3.096923,0.927558,0.01099,-0.025641,62.0
28.876999542000704,22527,0.0,2.49011,3.164615,0.927558,0.01099,-0.025641,62.0
28.993941083026584,22527,0.0,2.489304,3.158169,0.927558,0.01099,-0.025641,62.0
29.108694249996915,22271,0.0,2.49011,3.123516,0.927558,0.01099,-0.025641,62.0
29.224148374982178,22271,0.0,2.488498,3.154945,0.927558,0.01099,-0.025641,62.0
29.342653125000652,22271,0.0,2.489304,3.170256,0.927558,0.01099,-0.025641,62.0
29.460470792022534,22271,0.0,2.482857,3.149304,0.927558,0.01099,-0.025641,62.0
29.576612624980044,22271,0.0,2.482857,3.075971,0.927558,0.01099,-0.025641,62.0
29.692457791999914,22271,0.0,2.482857,3.17348,0.927558,0.01099,-0.025641,62.0
29.80969887500396,22271,0.0,2.482857,3.154945,0.927558,0.01099,-0.025641,62.0
29.926090250024572,22271,0.0,2.483663,3.163004,0.927558,0.01099,-0.025641,62.0
30.042718791984953,22271,0.0,2.481246,3.097729,0.927558,0.01099,-0.025641,62.0
30.163151249988005,22271,0.0,2.484469,3.168645,0.927558,0.01099,-0.025641,62.0
30.28929316700669,22271,0.0,2.484469,3.178315,0.927558,0.01099,-0.025641,62.0
30.407508167030755,22271,0.0,2.482857,3.181538,0.927558,0.01099,-0.025641,62.0
30.526717000000644,22271,0.0,2.482857,3.167033,0.927558,0.01099,-0.025641,62.0
30.649854707997292,22271,0.0,2.483663,3.178315,0.927558,0.01099,-0.025641,62.0
30.772096708009485,22271,0.0,2.483663,3.15978,0.927558,0.01099,-0.025641,62.0
30.897242499981076,22271,0.0,2.482857,3.168645,0.927558,0.01099,-0.025641,62.0
31.01236379198963,22271,0.0,2.484469,3.190403,0.927558,0.01099,-0.025641,62.0
31.134041875018738,22271,0.0,2.482051,3.161392,0.927558,0.01099,-0.025641,62.0
31.254527374985628,22271,0.0,2.483663,3.166227,0.927558,0.01099,-0.025641,62.0
31.37300416699145,22271,0.0,2.482857,3.138828,0.927558,0.01099,-0.025641,62.0
31.49584904202493,22271,0.0,2.482857,3.154139,0.927558,0.01099,-0.025641,62.0
31.612348292022943,22271,0.0,2.485275,3.184762,0.927558,0.01099,-0.025641,62.0
31.73182495799847,22271,0.0,2.482857,3.154945,0.927558,0.01099,-0.025641,62.0
31.850137417030055,65535,0.0,2.482051,3.042125,0.927558,0.01099,-0.025641,62.0
31.966689458000474,22271,0.0,2.484469,3.202491,0.927558,0.01099,-0.025641,62.0
32.0823812080198,22271,0.0,2.483663,3.161392,0.927558,0.01099,-0.025641,62.0
32.19717783300439,22271,0.0,2.483663,3.158974,0.927558,0.01099,-0.025641,62.0
32.311372917029075,22271,0.0,2.480439,3.109011,0.927558,0.01099,-0.025641,62.0
32.42648387502413,22271,0.0,2.483663,3.185568,0.927558,0.01099,-0.025641,62.0
32.54081141698407,22271,0.0,2.483663,3.166227,0.927558,0.01099,-0.025641,62.0
32.65429729199968,22271,0.0,2.482857,3.169451,0.927558,0.01099,-0.025641,62.0
32.771521500020754,22271,0.0,2.483663,3.154945,0.927558,0.01099,-0.025641,62.0
32.88796116702724,22271,0.0,2.482051,3.149304,0.927558,0.01099,-0.025641,62.0
33.0078845419921,22271,0.0,2.484469,3.16381,0.927558,0.01099,-0.025641,62.0
33.12482245801948,22271,0.0,2.483663,3.148498,0.927558,0.01099,-0.025641,62.0
33.24251270800596,22271,0.0,2.484469,3.16381,0.927558,0.01099,-0.025641,62.0
33.35746158298571,22271,0.0,2.484469,3.102564,0.927558,0.01099,-0.025641,62.0
33.472177167015616,22271,0.0,2.482051,3.18315,0.927558,0.01099,-0.025641,62.0
33.58704770798795,22271,0.0,2.483663,3.158974,0.927558,0.01099,-0.025641,62.0
33.703409417008515,22271,0.0,2.484469,3.156557,0.927558,0.01099,-0.025641,62.0
33.81939037499251,22271,0.0,2.482051,3.079194,0.927558,0.01099,-0.025641,62.0
33.934682541992515,22271,0.0,2.483663,3.183956,0.927558,0.01099,-0.025641,62.0
34.05060191702796,22271,0.0,2.482857,3.179121,0.927558,0.01099,-0.025641,62.0
34.16627950000111,22271,0.0,2.482857,3.164615,0.927558,0.01099,-0.025641,62.0
34.28073699999368,22271,0.0,2.482051,3.154139,0.927558,0.01099,-0.025641,62.0
34.39520554197952,22271,0.0,2.482857,3.155751,0.927558,0.01099,-0.025641,62.0
34.511630708002485,22271,0.0,2.482857,3.167033,0.927558,0.01099,-0.025641,62.0
34.62756395799806,22271,0.0,2.483663,3.157362,0.927558,0.01099,-0.025641,62.0
34.74402112502139,22271,0.0,2.483663,3.161392,0.927558,0.01099,-0.025641,62.0
34.858234582992736,22271,0.0,2.483663,3.137216,0.927558,0.01099,-0.025641,62.0
34.97162091702921,22271,0.0,2.483663,3.157362,0.927558,0.01099,-0.025641,62.0
35.087413874978665,22271,0.0,2.484469,3.189597,0.927558,0.01099,-0.025641,62.0
