time_us,left_1,left_2,right_1,right_2,encoder_left,encoder_right,left_command_torque,right_command_torque,left_motor_position,left_motor_velocity,left_motor_torque,left_motor_temperature,left_motor_error,right_motor_position,right_motor_velocity,right_motor_torque,right_motor_temperature,right_motor_error
9090348,0.3504,0.5767,-0.3966,0.4477,0.0000,0.0000,0.0000,0.0000,0.3435,-0.1648,-0.0037,61,0,0.0000,0.0000,0.0000,0,0
9093855,0.3504,0.5767,-0.3966,0.4477,0.0000,0.0000,0.0055,0.0000,0.3435,-0.1648,-0.0037,61,0,0.0000,0.0000,0.0000,0,0
9095156,0.3504,0.5767,-0.3966,0.4477,0.0000,0.0000,0.0076,0.0000,0.3435,-0.0989,-0.0037,61,0,0.0000,0.0000,0.0000,0,0
9097058,0.3504,0.5767,-0.3966,0.4477,0.0000,0.0000,0.0105,0.0000,0.3435,-0.0989,-0.0037,61,0,0.0000,0.0000,0.0000,0,0
9098705,-0.1363,0.5767,-0.6400,0.4477,0.0000,0.0000,0.0131,0.0000,0.3435,-0.0989,-0.0037,61,0,1.1885,0.0330,-0.0037,61,0
9101568,-0.1363,0.5767,-0.6400,0.4477,0.0000,0.0000,0.0176,0.0000,0.3435,-0.0989,-0.0037,61,0,1.1885,-0.0330,-0.0037,61,0
9104519,-0.1363,0.5767,-0.6400,0.4477,0.0000,0.0000,0.0223,0.0000,0.3435,-0.0769,0.0037,61,0,1.1889,0.0110,-0.0037,61,0
9113701,0.5937,0.5767,0.3334,0.9344,0.0000,0.0000,0.0367,0.0000,0.3435,-0.0769,0.0037,61,0,1.1889,0.0110,-0.0037,61,0
9115348,0.5937,0.5767,0.3334,0.9344,0.0000,0.0000,0.0392,0.0000,0.3435,-0.1429,0.0110,61,0,1.1889,0.0110,-0.0037,61,0
9119507,0.5937,0.5767,0.3334,0.9344,0.0000,0.0000,0.0457,0.0000,0.3435,-0.1429,0.0110,61,0,1.1889,0.0110,-0.0037,61,0
9121154,0.5937,0.5767,0.3334,0.9344,0.0000,0.0000,0.0483,0.0000,0.3435,-0.1429,0.0110,61,0,1.1889,0.0110,-0.0037,61,0
9122806,0.5937,0.5767,0.3334,0.9344,0.0000,0.0000,0.0509,0.0000,0.3435,0.1429,0.0256,61,0,1.1889,0.0110,-0.0037,61,0
9125661,0.5937,-0.3966,0.0900,-0.2823,0.0000,0.0000,0.0554,0.0000,0.3435,0.1429,0.0256,61,0,1.1889,0.0110,-0.0037,61,0
9127308,0.5937,-0.3966,0.0900,-0.2823,0.0000,0.0000,0.0579,0.0000,0.3435,0.1429,0.0256,61,0,1.1889,0.0110,-0.0037,61,0
9130254,0.5937,-0.3966,0.0900,-0.2823,0.0000,0.0000,0.0625,0.0000,0.3435,0.1429,0.0256,61,0,1.1889,0.0110,-0.0037,61,0
9131906,0.5937,-0.3966,0.0900,-0.2823,0.0000,0.0000,0.0651,0.0000,0.3435,0.1429,0.0256,61,0,1.1889,0.0110,-0.0037,61,0
9133548,0.5937,-0.3966,0.0900,-0.2823,0.0000,0.0000,0.0677,0.0000,0.3435,-0.0110,0.0256,61,0,1.1889,0.0110,-0.0037,61,0
9136408,1.3237,1.0634,0.3334,1.1777,0.0000,0.0000,0.0721,0.0000,0.3443,-0.0110,0.0476,61,0,1.1889,0.0110,-0.0037,61,0
9143081,1.3237,1.0634,0.3334,1.1777,0.0000,0.0000,0.0825,0.0000,0.3458,0.4286,0.0623,61,0,1.1889,0.0110,-0.0037,61,0
9148545,0.3504,0.5767,-0.1533,0.2044,0.0000,-0.0879,0.0909,0.0000,0.3470,0.2967,0.0623,61,0,1.1889,0.0110,-0.0037,61,0
9151402,0.3504,0.5767,-0.1533,0.2044,0.0000,-0.0879,0.0953,0.0000,0.3470,0.2967,0.0623,61,0,1.1889,0.0110,-0.0037,61,0
9153049,0.3504,0.5767,-0.1533,0.2044,0.0000,-0.0879,0.0979,0.0000,0.3477,0.3407,0.0769,61,0,1.1889,0.0110,-0.0037,61,0
9157209,0.3504,0.5767,-0.1533,0.2044,0.0000,-0.0879,0.1043,0.0000,0.3481,-0.1648,0.0842,61,0,1.1889,0.0110,-0.0037,61,0
9160155,0.5937,0.3334,0.3334,0.4477,0.0000,-0.0879,0.1088,0.0000,0.3489,0.1868,0.0916,61,0,1.1889,0.0110,-0.0037,61,0
9163020,0.5937,0.3334,0.3334,0.4477,0.0000,-0.0879,0.1132,0.0000,0.3489,0.2527,0.0916,61,0,1.1889,0.0110,-0.0037,61,0
9165962,0.5937,0.3334,0.3334,0.4477,0.0000,-0.0879,0.1177,0.0000,0.3489,0.0549,0.1062,61,0,1.1889,0.0110,-0.0037,61,0
9168822,0.5937,0.3334,0.3334,0.4477,0.0000,-0.0879,0.1220,0.0000,0.3492,-0.2308,0.0989,61,0,1.1889,0.0110,-0.0037,61,0
9171768,0.1071,0.0900,1.0634,-0.0389,0.0000,-0.0879,0.1265,0.0000,0.3492,-0.2308,0.0989,61,0,1.1889,0.0110,-0.0037,61,0
9173420,0.1071,0.0900,1.0634,-0.0389,0.0000,-0.0879,0.1290,0.0000,0.3492,-0.2308,0.0989,61,0,1.1889,0.0110,-0.0037,61,0
9175062,-0.1363,0.5767,0.3334,0.2044,0.0000,-0.0879,0.1315,0.0000,0.3492,-0.2527,0.1136,61,0,1.1889,0.0110,-0.0037,61,0
9180435,-0.1363,0.5767,0.3334,0.2044,0.0000,-0.0879,0.1396,0.0000,0.3492,-0.2527,0.1136,61,0,1.1889,0.0110,-0.0037,61,0
9182082,-0.1363,0.5767,0.3334,0.2044,0.0000,-0.0879,0.1421,0.0000,0.3500,0.1429,0.1209,61,0,1.1889,0.0110,-0.0037,61,0
9186246,0.1071,0.8200,-0.3966,-0.5256,0.0000,-0.0879,0.1484,0.0000,0.3500,0.1429,0.1209,61,0,1.1889,0.0110,-0.0037,61,0
9187889,0.1071,0.8200,-0.3966,-0.5256,0.0000,-0.0879,0.1508,0.0000,0.3500,0.1868,0.1282,61,0,1.1889,0.0110,-0.0037,61,0
9190835,0.1071,0.8200,-0.3966,-0.5256,0.0000,-0.0879,0.1552,0.0000,0.3500,0.1868,0.1282,61,0,1.1889,0.0110,-0.0037,61,0
9193661,0.1071,0.8200,-0.3966,-0.5256,0.0000,-0.0879,0.1595,0.0000,0.3500,0.1868,0.1282,61,0,1.1889,0.0110,-0.0037,61,0
9194904,0.1071,0.8200,-0.3966,-0.5256,0.0000,-0.0879,0.1613,0.0000,0.3504,0.0110,0.1355,61,0,1.1889,0.0110,-0.0037,61,0
9198288,0.1071,0.8200,-0.3966,-0.5256,0.0000,-0.0879,0.1663,0.0000,0.3504,0.0110,0.1355,61,0,1.1889,0.0110,-0.0037,61,0
9199936,0.1071,0.8200,-0.3966,-0.5256,0.0000,-0.0879,0.1688,0.0000,0.3519,-0.0330,0.1429,61,0,1.1889,0.0110,-0.0037,61,0
9205309,1.3237,0.5767,1.5500,1.1777,0.0000,-0.0879,0.1767,0.0000,0.3519,-0.0330,0.1429,61,0,1.1889,0.0110,-0.0037,61,0
9206956,1.3237,0.5767,1.5500,1.1777,0.0000,-0.0879,0.1791,0.0000,0.3519,-0.0330,0.1429,61,0,1.1889,0.0110,-0.0037,61,0
9208607,1.3237,0.5767,1.5500,1.1777,0.0000,-0.0879,0.1815,0.0000,0.3538,0.3626,0.1575,61,0,1.1889,0.0110,-0.0037,61,0
9212762,-0.1363,1.0634,-0.3966,0.2044,0.0000,-0.0879,0.1876,0.0000,0.3542,0.3846,0.1575,61,0,1.1889,0.0110,-0.0037,61,0
9215708,-0.1363,1.0634,-0.3966,0.2044,0.0000,-0.0879,0.1919,0.0000,0.3542,0.3846,0.1575,61,0,1.1889,0.0110,-0.0037,61,0
9217355,-0.1363,1.0634,-0.3966,0.2044,0.0000,0.0000,0.1943,0.0000,0.3542,0.3846,0.1575,61,0,1.1889,0.0110,-0.0037,61,0
9219006,-0.1363,1.0634,-0.3966,0.2044,0.0000,0.0000,0.1966,0.0000,0.3542,0.3846,0.1575,61,0,1.1889,0.0110,-0.0037,61,0
9220648,-0.1363,1.0634,-0.3966,0.2044,0.0000,0.0000,0.1990,0.0000,0.3546,0.1868,0.1575,61,0,1.1889,0.0110,-0.0037,61,0
9223508,-0.6229,1.5500,0.0900,0.9344,0.0000,0.0000,0.2031,0.0000,0.3561,0.0110,0.1648,61,0,1.1889,0.0110,-0.0037,61,0
9226454,-0.6229,1.5500,0.0900,0.9344,0.0000,0.0000,0.2073,0.0000,0.3561,0.0110,0.1648,61,0,1.1889,0.0110,-0.0037,61,0
9228106,-0.6229,1.5500,0.0900,0.9344,0.0000,0.0000,0.2097,0.0000,0.3576,0.6044,0.1722,61,0,1.1889,0.0110,-0.0037,61,0
9232261,-0.6229,1.5500,0.0900,0.9344,0.0000,0.0000,0.2156,0.0000,0.3576,0.6044,0.1722,61,0,1.1889,0.0110,-0.0037,61,0
9233908,-0.6229,1.5500,0.0900,0.9344,0.0000,-0.0879,0.2179,0.0000,0.3576,0.6044,0.1722,61,0,1.1889,0.0110,-0.0037,61,0
9235556,-0.6229,1.5500,0.0900,0.9344,0.0000,-0.0879,0.2203,0.0000,0.3588,0.2088,0.1868,61,0,1.1889,0.0110,-0.0037,61,0
9239720,0.8371,-0.1533,0.3334,-0.2823,0.0000,-0.0879,0.2261,0.0000,0.3599,0.2527,0.1868,61,0,1.1889,0.0110,-0.0037,61,0
9242575,0.8371,-0.1533,0.3334,-0.2823,0.0000,-0.0879,0.2301,0.0000,0.3614,0.7363,0.1941,61,0,1.1889,0.0110,-0.0037,61,0
9245522,0.8371,-0.1533,0.3334,-0.2823,0.0000,-0.0879,0.2342,0.0000,0.3641,1.0000,0.1941,61,0,1.1889,0.0110,-0.0037,61,0
9248382,0.8371,-0.1533,0.3334,-0.2823,0.0000,-0.0879,0.2382,0.0000,0.3641,1.0000,0.1941,61,0,1.1889,0.0110,-0.0037,61,0
9250029,0.8371,-0.1533,0.3334,-0.2823,0.0000,-0.0879,0.2404,0.0000,0.3645,0.6264,0.2015,61,0,1.1889,0.0110,-0.0037,61,0
9252980,0.1071,0.3334,0.3334,0.4477,0.0000,-0.0879,0.2445,0.0000,0.3645,0.6264,0.2015,61,0,1.1889,0.0110,-0.0037,61,0
9254622,0.1071,0.3334,0.3334,0.4477,0.0000,-0.0879,0.2467,0.0000,0.3729,0.7582,0.2015,61,0,1.1889,0.0110,-0.0037,61,0
9261295,2.2970,0.0900,0.5767,-0.0389,0.0000,-0.0879,0.2558,0.0000,0.3729,0.7582,0.2015,61,0,1.1889,0.0110,-0.0037,61,0
9262942,2.2970,0.0900,0.5767,-0.0389,0.0000,-0.0879,0.2580,0.0000,0.3729,0.7582,0.2015,61,0,1.1889,0.0110,-0.0037,61,0
9264594,2.2970,0.0900,0.5767,-0.0389,0.0000,-0.0879,0.2602,0.0000,0.3729,0.7582,0.2015,61,0,1.1889,0.0110,-0.0037,61,0
9266236,2.2970,0.0900,0.5767,-0.0389,0.0000,-0.0879,0.2624,0.0000,0.3859,1.3517,0.2088,61,0,1.1889,0.0110,-0.0037,61,0
9271609,2.2970,0.0900,0.5767,-0.0389,0.0000,0.0000,0.2696,0.0000,0.4034,2.2527,0.2527,61,0,1.1889,0.0110,-0.0037,61,0
9278281,2.2970,0.0900,0.5767,-0.0389,0.0000,0.0000,0.2784,0.0000,0.4034,2.2527,0.2527,61,0,1.1889,0.0110,-0.0037,61,0
9282197,3.7570,-1.8566,0.8200,0.2044,0.0879,0.0000,0.2834,0.0000,0.4183,2.0989,0.2894,61,0,1.1889,0.0110,-0.0037,61,0
9283612,3.7570,-1.8566,0.8200,0.2044,0.0879,0.0000,0.2853,0.0000,0.4183,2.0989,0.2894,61,0,1.1889,0.0110,-0.0037,61,0
9285259,5.7036,-3.8032,-0.3966,0.2044,0.0879,-62.2266,0.2874,0.0000,0.4183,2.0989,0.2894,61,0,1.1889,0.0110,-0.0037,61,0
9286907,5.7036,-3.8032,-0.3966,0.2044,0.0879,-62.2266,0.2895,0.0000,0.4229,2.6264,0.2747,61,0,1.1889,0.0110,-0.0037,61,0
9289866,5.7036,-3.8032,-0.3966,0.2044,0.0879,-62.2266,0.2933,0.0000,0.4324,2.7143,0.3040,61,0,1.1889,0.0110,-0.0037,61,0
9292713,5.7036,-3.8032,-0.3966,0.2044,0.0879,-62.2266,0.2969,0.0000,0.4366,2.6044,0.2747,61,0,1.1889,0.0110,-0.0037,61,0
9297862,7.1636,-7.4532,0.8200,0.2044,0.0879,-62.2266,0.3034,0.0000,0.4366,2.6044,0.2747,61,0,1.1889,0.0110,-0.0037,61,0
9299236,7.1636,-7.4532,0.8200,0.2044,0.1758,-62.2266,0.3051,0.0000,0.4366,2.6044,0.2747,61,0,1.1889,0.0110,-0.0037,61,0
9300284,7.1636,-7.4532,0.8200,0.2044,0.0879,-62.2266,0.3064,0.0000,0.4366,2.6044,0.2747,61,0,1.1889,0.0110,-0.0037,61,0
9301498,7.1636,-7.4532,0.8200,0.2044,0.0879,-62.2266,0.3079,0.0000,0.4366,2.6044,0.2747,61,0,1.1889,0.0110,-0.0037,61,0
9303131,7.1636,-7.4532,0.8200,0.2044,0.1758,-62.2266,0.3099,0.0000,0.4366,2.6044,0.2747,61,0,1.1889,0.0110,-0.0037,61,0
9304777,7.1636,-7.4532,0.8200,0.2044,0.1758,-62.2266,0.3119,0.0000,0.4366,2.6044,0.2747,61,0,1.1889,0.0110,-0.0037,61,0
9306424,7.1636,-7.4532,0.8200,0.2044,0.2637,-62.2266,0.3139,0.0000,0.4366,2.6044,0.2747,61,0,1.1889,0.0110,-0.0037,61,0
9308075,7.1636,-7.4532,0.8200,0.2044,0.2637,-62.2266,0.3160,0.0000,0.4412,2.9780,0.2601,61,0,1.1889,0.0110,-0.0037,61,0
9311017,7.8936,-10.1298,0.0900,-0.2823,0.2637,-62.2266,0.3195,0.0000,0.4412,2.9780,0.2601,61,0,1.1889,0.0110,-0.0037,61,0
9312664,7.8936,-10.1298,0.0900,-0.2823,0.2637,-62.2266,0.3215,0.0000,0.4488,2.5165,0.2454,61,0,1.1889,0.0110,-0.0037,61,0
9315524,7.8936,-10.1298,0.0900,-0.2823,0.2637,-62.2266,0.3249,0.0000,0.4488,2.5165,0.2454,61,0,1.1889,0.0110,-0.0037,61,0
9317176,7.8936,-10.1298,0.0900,-0.2823,0.3516,-62.2266,0.3269,0.0000,0.4488,2.5165,0.2454,61,0,1.1889,0.0110,-0.0037,61,0
9318817,7.8936,-10.1298,0.0900,-0.2823,0.3516,-62.2266,0.3289,0.0000,0.4564,2.8901,0.2967,61,0,1.1889,0.0110,-0.0037,61,0
9321764,7.8936,-12.3198,0.3334,0.4477,0.3516,-62.2266,0.3323,0.0000,0.4648,3.0440,0.2894,61,0,1.1889,0.0110,-0.0037,61,0
9324624,7.8936,-12.3198,0.3334,0.4477,0.3516,-62.2266,0.3357,0.0000,0.4778,2.9560,0.2967,61,0,1.1889,0.0110,-0.0037,61,0
9328788,7.8936,-12.3198,0.3334,0.4477,0.4395,-62.2266,0.3405,0.0000,0.4778,2.9560,0.2967,61,0,1.1889,0.0110,-0.0037,61,0
9330431,7.8936,-12.3198,0.3334,0.4477,0.4395,-62.2266,0.3424,0.0000,0.4778,2.9560,0.2967,61,0,1.1889,0.0110,-0.0037,61,0
9332077,8.3803,-16.9430,-0.8833,0.4477,0.4395,-62.2266,0.3443,0.0000,0.5285,3.3736,0.3333,61,0,1.1889,0.0110,-0.0037,61,0
9336237,8.3803,-16.9430,-0.8833,0.4477,0.5273,-62.2266,0.3490,0.0000,0.5285,3.3736,0.3333,61,0,1.1889,0.0110,-0.0037,61,0
9337889,8.3803,-16.9430,-0.8833,0.4477,0.5273,-62.2266,0.3508,0.0000,0.5594,3.3297,0.2894,61,0,1.1889,0.0110,-0.0037,61,0
9342044,8.3803,-16.9430,-0.8833,0.4477,0.6152,-62.2266,0.3554,0.0000,0.5816,3.5934,0.3700,61,0,1.1889,0.0110,-0.0037,61,0
9346204,8.3803,-16.9430,-0.8833,0.4477,0.6152,-62.2266,0.3600,0.0000,0.6022,3.7473,0.3407,61,0,1.1889,0.0110,-0.0037,61,0
9349150,8.3803,-16.9430,-0.8833,0.4477,0.7031,-62.2266,0.3632,0.0000,0.6079,3.7692,0.3187,61,0,1.1889,0.0110,-0.0037,61,0
9352010,9.8402,-22.5396,0.3334,0.4477,0.7031,-62.2266,0.3663,0.0000,0.6079,3.7692,0.3187,61,0,1.1889,0.0110,-0.0037,61,0
9353662,9.8402,-22.5396,0.3334,0.4477,0.7910,-62.2266,0.3680,0.0000,0.6228,4.0110,0.2747,61,0,1.1889,0.0110,-0.0037,61,0
9356604,9.8402,-22.5396,0.3334,0.4477,0.7910,-62.3145,0.3711,0.0000,0.6483,3.8571,0.3480,61,0,1.1889,0.0110,-0.0037,61,0
9360763,8.8669,-26.6762,0.5767,-0.0389,0.8789,-62.3145,0.3755,0.0000,0.6483,3.8571,0.3480,61,0,1.1889,0.0110,-0.0037,61,0
9362411,8.8669,-26.6762,0.5767,-0.0389,0.8789,-62.3145,0.3772,0.0000,0.6586,3.7253,0.4066,61,0,1.1889,0.0110,-0.0037,61,0
9365275,8.8669,-26.6762,0.5767,-0.0389,0.8789,-62.3145,0.3801,0.0000,0.6586,3.7253,0.4066,61,0,1.1889,0.0110,-0.0037,61,0
9366918,8.8669,-26.6762,0.5767,-0.0389,0.9668,-62.3145,0.3818,0.0000,0.6868,3.3297,0.3407,61,0,1.1889,0.0110,-0.0037,61,0
9372377,8.3803,-29.1095,0.5767,0.9344,1.0547,-62.3145,0.3873,0.0000,0.6914,2.7143,0.4066,61,0,1.1889,0.0110,-0.0037,61,0
9375237,8.3803,-29.1095,0.5767,0.9344,1.0547,-62.3145,0.3901,0.0000,0.7006,3.0440,0.3626,61,0,1.1889,0.0110,-0.0037,61,0
9378188,8.3803,-29.1095,0.5767,0.9344,1.1426,-62.3145,0.3930,0.0000,0.7006,3.0440,0.3626,61,0,1.1889,0.0110,-0.0037,61,0
9379831,8.3803,-29.1095,0.5767,0.9344,1.1426,-62.3145,0.3946,0.0000,0.7006,3.0440,0.3626,61,0,1.1889,0.0110,-0.0037,61,0
9381477,8.3803,-29.1095,0.5767,0.9344,1.1426,-62.3145,0.3962,0.0000,0.7059,3.3956,0.4066,61,0,1.1889,0.0110,-0.0037,61,0
9384337,8.6236,-32.0295,-0.3966,0.9344,1.2305,-62.3145,0.3989,0.0000,0.7223,2.8462,0.3626,61,0,1.1889,0.0110,-0.0037,61,0
9387288,8.6236,-32.0295,-0.3966,0.9344,1.3184,-62.3145,0.4017,0.0000,0.7311,3.0000,0.4432,61,0,1.1889,0.0110,-0.0037,61,0
9390144,8.6236,-32.0295,-0.3966,0.9344,1.3184,-62.3145,0.4043,0.0000,0.7311,3.0000,0.4432,61,0,1.1889,0.0110,-0.0037,61,0
9391791,9.3536,-32.2728,1.0634,0.4477,1.4062,-62.3145,0.4058,0.0000,0.7391,2.9121,0.3993,61,0,1.1889,0.0110,-0.0037,61,0
9394739,9.1103,-32.7595,1.3067,-0.2823,1.4062,-62.3145,0.4085,0.0000,0.7429,2.4066,0.4139,61,0,1.1889,0.0110,-0.0037,61,0
9398819,9.1103,-31.7861,-0.1533,0.6911,1.4941,-62.3145,0.4122,0.0000,0.7429,2.4066,0.4139,61,0,1.1889,0.0110,-0.0037,61,0
9400131,9.1103,-31.7861,-0.1533,0.6911,1.4941,-62.3145,0.4134,0.0000,0.7662,1.9890,0.3993,61,0,1.1889,0.0110,-0.0037,61,0
9405960,9.1103,-31.7861,-0.1533,0.6911,1.5820,-62.3145,0.4184,0.0000,0.7662,1.9890,0.3993,61,0,1.1889,0.0110,-0.0037,61,0
9407607,9.1103,-31.7861,-0.1533,0.6911,1.5820,-62.3145,0.4198,0.0000,0.8017,2.4506,0.4432,61,0,1.1889,0.0110,-0.0037,61,0
9412994,8.8669,-33.4894,0.3334,0.4477,1.6699,-62.3145,0.4244,0.0000,0.8017,2.4506,0.4432,61,0,1.1889,0.0110,-0.0037,61,0
9414627,8.8669,-33.4894,0.3334,0.4477,1.6699,-62.3145,0.4257,0.0000,0.8017,2.4506,0.4432,61,0,1.1889,0.0110,-0.0037,61,0
9416274,8.8669,-33.4894,0.3334,0.4477,1.6699,-62.3145,0.4271,0.0000,0.8017,2.4506,0.4432,61,0,1.1889,0.0110,-0.0037,61,0
9417921,8.8669,-33.4894,0.3334,0.4477,1.6699,-62.3145,0.4284,0.0000,0.8017,2.4506,0.4432,61,0,1.1889,0.0110,-0.0037,61,0
9419567,8.8669,-33.4894,0.3334,0.4477,1.6699,-62.3145,0.4297,0.0000,0.8017,2.4506,0.4432,61,0,1.1889,0.0110,-0.0037,61,0
9421219,8.8669,-33.4894,0.3334,0.4477,1.6699,-62.3145,0.4311,0.0000,0.8017,2.4506,0.4432,61,0,1.1889,0.0110,-0.0037,61,0
9422861,9.1103,-33.9761,0.3334,0.9344,1.6699,-62.3145,0.4324,0.0000,0.8047,2.0549,0.4505,61,0,1.1889,0.0110,-0.0037,61,0
9425807,9.1103,-33.9761,0.3334,0.9344,1.7578,-62.3145,0.4347,0.0000,0.8143,1.5055,0.4579,61,0,1.1889,0.0110,-0.0037,61,0
9428667,9.1103,-33.9761,0.3334,0.9344,1.7578,-62.3145,0.4369,0.0000,0.8165,1.7473,0.4286,61,0,1.1889,0.0110,-0.0037,61,0
9431618,9.1103,-33.9761,0.3334,0.9344,1.7578,-62.3145,0.4391,0.0000,0.8188,1.4396,0.4066,61,0,1.1889,0.0110,-0.0037,61,0
9434474,9.1103,-36.1661,0.3334,0.4477,1.7578,-62.3145,0.4412,0.0000,0.8211,1.5934,0.4066,61,0,1.1889,0.0110,-0.0037,61,0
9437420,9.1103,-36.1661,0.3334,0.4477,1.7578,-62.3145,0.4434,0.0000,0.8211,1.5934,0.4066,61,0,1.1889,0.0110,-0.0037,61,0
9439067,9.1103,-36.1661,0.3334,0.4477,1.7578,-62.3145,0.4446,0.0000,0.8322,0.7363,0.4212,61,0,1.1889,0.0110,-0.0037,61,0
9444445,9.1103,-36.1661,0.3334,0.4477,1.8457,-62.3145,0.4484,0.0000,0.8322,0.7363,0.4212,61,0,1.1889,0.0110,-0.0037,61,0
9446087,8.8669,-36.4094,0.0900,-0.0389,1.8457,-62.3145,0.4495,0.0000,0.8322,0.7363,0.4212,61,0,1.1889,0.0110,-0.0037,61,0
9447734,8.8669,-36.4094,0.0900,-0.0389,1.8457,-62.3145,0.4507,0.0000,0.8471,0.8242,0.4359,61,0,1.1889,0.0110,-0.0037,61,0
9455707,8.8669,-36.4094,0.0900,-0.0389,1.8457,-62.3145,0.4559,0.0000,0.8471,0.8242,0.4359,61,0,1.1889,0.0110,-0.0037,61,0
9458091,8.8669,-36.4094,0.0900,-0.0389,1.9336,-62.3145,0.4575,0.0000,0.8471,0.8242,0.4359,61,0,1.1889,0.0110,-0.0037,61,0
9459043,8.8669,-36.4094,0.0900,-0.0389,1.9336,-62.3145,0.4581,0.0000,0.8471,0.8242,0.4359,61,0,1.1889,0.0110,-0.0037,61,0
9460647,8.8669,-36.4094,0.0900,-0.0389,1.9336,-62.3145,0.4591,0.0000,0.8486,1.0220,0.4432,61,0,1.1889,0.0110,-0.0037,61,0
9463507,8.6236,-35.9227,0.5767,0.2044,1.9336,-62.3145,0.4608,0.0000,0.8486,1.0220,0.4432,61,0,1.1889,0.0110,-0.0037,61,0
9465168,8.6236,-35.9227,0.5767,0.2044,1.9336,-62.3145,0.4618,0.0000,0.8566,1.0220,0.4212,61,0,1.1889,0.0110,-0.0037,61,0
9468100,8.6236,-35.9227,0.5767,0.2044,1.9336,-62.3145,0.4636,0.0000,0.8669,0.9121,0.4799,61,0,1.1889,0.0110,-0.0037,61,0
9475987,9.3536,-37.1394,-0.1533,-0.2823,1.9336,-62.3145,0.4681,0.0000,0.8669,0.9121,0.4799,61,0,1.1889,0.0110,-0.0037,61,0
9477634,9.3536,-37.1394,-0.1533,-0.2823,2.0215,-62.3145,0.4690,0.0000,0.8761,0.2308,0.4799,61,0,1.1889,0.0110,-0.0037,61,0
9481794,9.3536,-37.1394,-0.1533,-0.2823,2.0215,-62.3145,0.4712,0.0000,0.8761,0.2308,0.4799,61,0,1.1889,0.0110,-0.0037,61,0
9483446,8.3803,-39.0860,0.8200,0.2044,2.0215,-62.3145,0.4721,0.0000,0.8795,0.2088,0.4725,61,0,1.1889,0.0110,-0.0037,61,0
9488900,8.3803,-39.0860,0.8200,0.2044,2.0215,-62.3145,0.4748,0.0000,0.8795,0.2088,0.4725,61,0,1.1889,0.0110,-0.0037,61,0
9490547,8.3803,-39.0860,0.8200,0.2044,2.0215,-62.3145,0.4756,0.0000,0.8799,0.0769,0.4725,61,0,1.1889,0.0110,-0.0037,61,0
9494707,8.3803,-39.0860,0.8200,0.2044,2.0215,-62.3145,0.4776,0.0000,0.8795,-0.2527,0.4652,61,0,1.1889,0.0110,-0.0037,61,0
9497572,9.8402,-38.3560,0.0900,0.4477,2.0215,-62.3145,0.4789,0.0000,0.8799,0.0549,0.4652,61,0,1.1889,0.0110,-0.0037,61,0
9502769,9.8402,-38.3560,0.0900,0.4477,2.0215,-62.3145,0.4812,0.0000,0.8799,-0.0549,0.4725,61,0,1.1889,0.0110,-0.0037,61,0
9504680,9.8402,-38.3560,0.0900,0.4477,2.0215,-62.3145,0.4820,0.0000,0.8799,-0.0549,0.4725,61,0,1.1889,0.0110,-0.0037,61,0
9505974,9.5969,-38.8427,-0.6400,1.1777,2.0215,-62.3145,0.4825,0.0000,0.8799,-0.0549,0.4725,61,0,1.1889,0.0110,-0.0037,61,0
9507634,9.5969,-38.8427,-0.6400,1.1777,2.0215,-62.3145,0.4832,0.0000,0.8799,-0.0549,0.4725,61,0,1.1889,0.0110,-0.0037,61,0
9509267,9.5969,-38.8427,-0.6400,1.1777,2.0215,-62.3145,0.4839,0.0000,0.8799,-0.0549,0.4725,61,0,1.1889,0.0110,-0.0037,61,0
9510914,9.5969,-38.8427,-0.6400,1.1777,2.0215,-62.3145,0.4845,0.0000,0.8799,-0.0549,0.4725,61,0,1.1889,0.0110,-0.0037,61,0
9512561,9.5969,-38.5994,0.3334,1.1777,2.0215,-62.3145,0.4851,0.0000,0.8799,0.0330,0.4652,61,0,1.1889,0.0110,-0.0037,61,0
9515425,9.5969,-38.5994,0.3334,1.1777,2.0215,-62.3145,0.4862,0.0000,0.8799,-0.2308,0.4725,61,0,1.1889,0.0110,-0.0037,61,0
9519580,9.5969,-38.5994,0.3334,1.1777,2.0215,-62.3145,0.4877,0.0000,0.8799,-0.2308,0.4725,61,0,1.1889,0.0110,-0.0037,61,0
9521227,9.5969,-38.5994,0.3334,1.1777,2.0215,-62.3145,0.4883,0.0000,0.8799,0.1648,0.4725,61,0,1.1889,0.0110,-0.0037,61,0
9524173,9.3536,-37.6260,-0.3966,-0.2823,2.0215,-62.3145,0.4892,0.0000,0.8799,0.1209,0.4799,61,0,1.1889,0.0110,-0.0037,61,0
9527039,9.3536,-37.6260,-0.3966,-0.2823,2.0215,-62.3145,0.4901,0.0000,0.8799,-0.0110,0.4799,61,0,1.1889,0.0110,-0.0037,61,0
9529980,9.3536,-37.6260,-0.3966,-0.2823,2.0215,-62.3145,0.4910,0.0000,0.8799,-0.0549,0.4799,61,0,1.1889,0.0110,-0.0037,61,0
9532841,9.3536,-37.6260,-0.3966,-0.2823,2.0215,-62.3145,0.4919,0.0000,0.8799,-0.1209,0.4725,61,0,1.1889,0.0110,-0.0037,61,0
9535787,9.3536,-37.6260,-0.3966,-0.2823,2.0215,-62.3145,0.4927,0.0000,0.8799,-0.1209,0.4725,61,0,1.1889,0.0110,-0.0037,61,0
