time_us,left_1,left_2,right_1,right_2,encoder_left,encoder_right,left_command_torque,right_command_torque,left_motor_position,left_motor_velocity,left_motor_torque,left_motor_temperature,left_motor_error,right_motor_position,right_motor_velocity,right_motor_torque,right_motor_temperature,right_motor_error
23073311,-36.1490,11.0399,1.7933,0.4477,-1.5820,-62.3145,-0.0267,0.0000,-0.0902,0.3187,-0.0623,61,0,1.1889,0.0110,-0.0037,61,0
23074564,-36.1490,11.0399,1.7933,0.4477,-1.5820,-62.3145,-0.0248,0.0000,-0.0895,0.1868,-0.0403,61,0,1.1889,0.0110,-0.0037,61,0
23078724,-36.8790,10.5532,1.5500,-0.2823,-1.5820,-62.3145,-0.0183,0.0000,-0.0895,0.1868,-0.0403,61,0,1.1889,0.0110,-0.0037,61,0
23080371,-36.8790,10.5532,1.5500,-0.2823,-1.5820,-62.3145,-0.0157,0.0000,-0.0891,0.1209,-0.0256,61,0,1.1889,0.0110,-0.0037,61,0
23083236,-36.8790,10.5532,1.5500,-0.2823,-1.5820,-62.3145,-0.0112,0.0000,-0.0879,0.4945,-0.0769,61,0,1.1889,0.0110,-0.0037,61,0
23087391,-36.6357,12.0132,2.0367,-0.0389,-1.5820,-62.3145,-0.0046,0.0000,-0.0860,0.4286,-0.0330,61,0,1.1889,0.0110,-0.0037,61,0
23091551,-36.6357,12.0132,2.0367,-0.0389,-1.5820,-62.3145,0.0019,0.0000,-0.0860,0.4286,-0.0330,61,0,1.1889,0.0110,-0.0037,61,0
23093198,-36.6357,12.0132,2.0367,-0.0389,-1.5820,-62.3145,0.0045,0.0000,-0.0837,0.1868,-0.0256,61,0,1.1889,0.0110,-0.0037,61,0
23097362,-36.6357,10.5532,0.8200,-0.2823,-1.5820,-62.3145,0.0110,0.0000,-0.0814,0.5165,-0.0256,61,0,1.1889,0.0110,-0.0037,61,0
23100304,-36.6357,10.5532,0.8200,-0.2823,-1.5820,-62.3145,0.0156,0.0000,-0.0814,0.5165,-0.0256,61,0,1.1889,0.0110,-0.0037,61,0
23101951,-36.6357,10.5532,0.8200,-0.2823,-1.5820,-62.3145,0.0182,0.0000,-0.0814,0.5165,-0.0256,61,0,1.1889,0.0110,-0.0037,61,0
23103598,-36.6357,10.5532,0.8200,-0.2823,-1.5820,-62.3145,0.0208,0.0000,-0.0814,0.5165,-0.0256,61,0,1.1889,0.0110,-0.0037,61,0
23105250,-36.6357,10.5532,0.8200,-0.2823,-1.5820,-62.3145,0.0234,0.0000,-0.0814,0.5165,-0.0256,61,0,1.1889,0.0110,-0.0037,61,0
23106891,-36.6357,10.5532,0.8200,-0.2823,-1.5820,-62.3145,0.0260,0.0000,-0.0814,0.5165,-0.0256,61,0,1.1889,0.0110,-0.0037,61,0
23108538,-36.1490,11.5265,2.0367,0.2044,-1.5820,-62.3145,0.0286,0.0000,-0.0795,0.4506,-0.0110,61,0,1.1889,0.0110,-0.0037,61,0
23111397,-36.1490,11.5265,2.0367,0.2044,-1.5820,-62.3145,0.0330,0.0000,-0.0769,0.6264,-0.0110,61,0,1.1889,0.0110,-0.0037,61,0
23115562,-36.1490,11.5265,2.0367,0.2044,-1.5820,-62.3145,0.0396,0.0000,-0.0723,0.9780,-0.0110,61,0,1.1889,0.0110,-0.0037,61,0
23121017,-36.1490,11.5265,2.0367,0.2044,-1.5820,-62.3145,0.0481,0.0000,-0.0551,2.0330,-0.0037,61,0,1.1889,0.0110,-0.0037,61,0
23126391,-35.9057,10.3099,1.7933,0.6911,-1.5820,-62.3145,0.0565,0.0000,-0.0551,2.0330,-0.0037,61,0,1.1889,0.0110,-0.0037,61,0
23128038,-35.9057,10.3099,1.7933,0.6911,-1.5820,-62.3145,0.0591,0.0000,-0.0551,2.0330,-0.0037,61,0,1.1889,0.0110,-0.0037,61,0
23129689,-35.9057,10.3099,1.7933,0.6911,-1.5820,-62.3145,0.0616,0.0000,-0.0551,2.0330,-0.0037,61,0,1.1889,0.0110,-0.0037,61,0
23131331,-35.9057,10.3099,1.7933,0.6911,-1.5820,-62.3145,0.0642,0.0000,-0.0456,1.8571,0.0037,61,0,1.1889,0.0110,-0.0037,61,0
23134277,-35.9057,10.3099,1.7933,0.6911,-1.5820,-62.3145,0.0688,0.0000,-0.0418,2.0549,0.0110,61,0,1.1889,0.0110,-0.0037,61,0
23137137,-35.4190,10.7965,1.7933,-0.7689,-1.5820,-62.3145,0.0732,0.0000,-0.0418,2.0549,0.0110,61,0,1.1889,0.0110,-0.0037,61,0
23138789,-35.4190,10.7965,1.7933,-0.7689,-1.5820,-62.3145,0.0758,0.0000,-0.0383,2.1868,0.0110,61,0,1.1889,0.0110,-0.0037,61,0
23141731,-35.4190,10.7965,1.7933,-0.7689,-1.5820,-62.3145,0.0804,0.0000,-0.0154,2.6044,0.0696,61,0,1.1889,0.0110,-0.0037,61,0
23148404,-28.8491,8.8499,0.8200,-0.2823,-1.5820,-62.3145,0.0907,0.0000,-0.0154,2.6044,0.0696,61,0,1.1889,0.0110,-0.0037,61,0
23150051,-28.8491,8.8499,0.8200,-0.2823,-1.5820,-62.3145,0.0932,0.0000,-0.0154,2.6044,0.0696,61,0,1.1889,0.0110,-0.0037,61,0
23151702,-28.8491,8.8499,0.8200,-0.2823,-1.5820,-62.3145,0.0958,0.0000,-0.0154,2.6044,0.0696,61,0,1.1889,0.0110,-0.0037,61,0
23153344,-28.8491,8.8499,0.8200,-0.2823,-1.5820,-62.3145,0.0983,0.0000,-0.0074,2.6264,0.0769,61,0,1.1889,0.0110,-0.0037,61,0
23156204,-28.8491,8.8499,0.8200,-0.2823,-1.5820,-62.3145,0.1027,0.0000,-0.0074,2.6264,0.0769,61,0,1.1889,0.0110,-0.0037,61,0
23157851,-28.8491,8.8499,0.8200,-0.2823,-1.5820,-62.3145,0.1052,0.0000,-0.0074,2.6264,0.0769,61,0,1.1889,0.0110,-0.0037,61,0
23159502,-28.8491,8.8499,0.8200,-0.2823,-1.5820,-62.3145,0.1078,0.0000,0.0124,3.1538,0.0256,61,0,1.1889,0.0110,-0.0037,61,0
23162444,-22.0359,7.6332,1.3067,0.6911,-1.5820,-62.3145,0.1123,0.0000,0.0223,3.1978,0.0256,61,0,1.1889,0.0110,-0.0037,61,0
23166604,-22.0359,7.6332,1.3067,0.6911,-1.5820,-62.3145,0.1186,0.0000,0.0223,3.1978,0.0256,61,0,1.1889,0.0110,-0.0037,61,0
23168251,-22.0359,7.6332,1.3067,0.6911,-1.5820,-62.3145,0.1212,0.0000,0.0273,3.0220,0.0403,61,0,1.1889,0.0110,-0.0037,61,0
23171115,-22.0359,7.6332,1.3067,0.6911,-1.5820,-62.3145,0.1255,0.0000,0.0273,3.0220,0.0403,61,0,1.1889,0.0110,-0.0037,61,0
23175618,-22.0359,7.6332,1.3067,0.6911,-1.4941,-62.3145,0.1324,0.0000,0.0422,3.1099,0.0696,61,0,1.1889,0.0110,-0.0037,61,0
23178825,-15.4660,6.4166,1.0634,-0.2823,-1.4941,-62.3145,0.1372,0.0000,0.0422,3.1099,0.0696,61,0,1.1889,0.0110,-0.0037,61,0
23180007,-11.5728,5.6866,1.0634,0.9344,-1.5820,-62.3145,0.1390,0.0000,0.0586,3.7692,0.1209,61,0,1.1889,0.0110,-0.0037,61,0
23182967,-11.5728,5.6866,1.0634,0.9344,-1.4941,-62.3145,0.1434,0.0000,0.0799,3.9451,0.0696,61,0,1.1889,0.0110,-0.0037,61,0
23187113,-11.5728,5.6866,1.0634,0.9344,-1.4941,-62.3145,0.1497,0.0000,0.0799,3.9451,0.0696,61,0,1.1889,0.0110,-0.0037,61,0
23188760,-11.5728,5.6866,1.0634,0.9344,-1.4941,-62.3145,0.1521,0.0000,0.1188,3.7033,0.1209,61,0,1.1889,0.0110,-0.0037,61,0
23192920,-7.1928,3.9833,1.0634,0.6911,-1.4941,-62.3145,0.1584,0.0000,0.1387,4.8242,0.1648,61,0,1.1889,0.0110,-0.0037,61,0
23197084,-7.1928,3.9833,1.0634,0.6911,-1.4941,-62.3145,0.1645,0.0000,0.1631,4.3407,0.0916,61,0,1.1889,0.0110,-0.0037,61,0
23201240,-7.1928,3.9833,1.0634,0.6911,-1.4062,-62.3145,0.1707,0.0000,0.1631,4.3407,0.0916,61,0,1.1889,0.0110,-0.0037,61,0
23202888,-7.1928,3.9833,1.0634,0.6911,-1.4062,-62.3145,0.1731,0.0000,0.1806,4.0110,0.1209,61,0,1.1889,0.0110,-0.0037,61,0
23205748,-1.8396,1.5500,2.2800,0.9344,-1.4062,-62.3145,0.1773,0.0000,0.2188,4.1648,0.1648,61,0,1.1889,0.0110,-0.0037,61,0
23209908,-1.8396,1.5500,2.2800,0.9344,-1.3184,-62.3145,0.1834,0.0000,0.2264,4.6923,0.1282,61,0,1.1889,0.0110,-0.0037,61,0
23212858,-1.8396,1.5500,2.2800,0.9344,-1.3184,-62.3145,0.1877,0.0000,0.2581,4.4066,0.1795,61,0,1.1889,0.0110,-0.0037,61,0
23217013,3.0270,-2.3433,0.5767,-0.2823,-1.2305,-62.3145,0.1938,0.0000,0.2581,4.4066,0.1795,61,0,1.1889,0.0110,-0.0037,61,0
23218660,3.0270,-2.3433,0.5767,-0.2823,-1.1426,-62.3145,0.1961,0.0000,0.2909,3.9231,0.1941,61,0,1.1889,0.0110,-0.0037,61,0
23222820,3.0270,-2.3433,0.5767,-0.2823,-1.1426,-62.3145,0.2021,0.0000,0.2909,3.9231,0.1941,61,0,1.1889,0.0110,-0.0037,61,0
23224471,3.0270,-2.3433,0.5767,-0.2823,-1.0547,-62.3145,0.2045,0.0000,0.3172,4.8901,0.1795,61,0,1.1889,0.0110,-0.0037,61,0
23228627,3.0270,-2.3433,0.5767,-0.2823,-1.0547,-62.3145,0.2104,0.0000,0.3172,4.8901,0.1795,61,0,1.1889,0.0110,-0.0037,61,0
23230273,5.2170,-5.5065,1.0634,-0.0389,-0.9668,-62.3145,0.2128,0.0000,0.3172,4.8901,0.1795,61,0,1.1889,0.0110,-0.0037,61,0
23231920,5.2170,-5.5065,1.0634,-0.0389,-0.9668,-62.3145,0.2151,0.0000,0.3241,4.1648,0.1429,61,0,1.1889,0.0110,-0.0037,61,0
23234785,5.2170,-5.5065,1.0634,-0.0389,-0.8789,-62.3145,0.2192,0.0000,0.3241,4.1648,0.1429,61,0,1.1889,0.0110,-0.0037,61,0
23236427,5.2170,-5.5065,1.0634,-0.0389,-0.8789,-62.3145,0.2215,0.0000,0.3435,4.6923,0.2088,61,0,1.1889,0.0110,-0.0037,61,0
23239373,5.2170,-5.5065,1.0634,-0.0389,-0.7910,-62.3145,0.2256,0.0000,0.3435,4.6923,0.2088,61,0,1.1889,0.0110,-0.0037,61,0
23241020,5.2170,-5.5065,1.0634,-0.0389,-0.7910,-62.3145,0.2279,0.0000,0.3435,4.6923,0.2088,61,0,1.1889,0.0110,-0.0037,61,0
23242672,5.2170,-5.5065,1.0634,-0.0389,-0.7910,-62.3145,0.2302,0.0000,0.3435,4.6923,0.2088,61,0,1.1889,0.0110,-0.0037,61,0
23244314,5.2170,-5.5065,1.0634,-0.0389,-0.7031,-62.3145,0.2325,0.0000,0.3435,4.6923,0.2088,61,0,1.1889,0.0110,-0.0037,61,0
23245960,7.1636,-10.3731,1.5500,0.9344,-0.7031,-62.3145,0.2348,0.0000,0.3782,4.4066,0.1795,61,0,1.1889,0.0110,-0.0037,61,0
23252633,7.1636,-10.3731,1.5500,0.9344,-0.6152,-62.3145,0.2440,0.0000,0.3782,4.4066,0.1795,61,0,1.1889,0.0110,-0.0037,61,0
23254285,7.1636,-10.3731,1.5500,0.9344,-0.6152,-62.3145,0.2463,0.0000,0.3782,4.4066,0.1795,61,0,1.1889,0.0110,-0.0037,61,0
23255927,7.4069,-13.0498,1.7933,0.4477,-0.6152,-62.3145,0.2485,0.0000,0.3782,4.4066,0.1795,61,0,1.1889,0.0110,-0.0037,61,0
23257573,7.4069,-13.0498,1.7933,0.4477,-0.5273,-62.3145,0.2508,0.0000,0.3981,4.5165,0.1795,61,0,1.1889,0.0110,-0.0037,61,0
23261733,7.4069,-13.0498,1.7933,0.4477,-0.5273,-62.3145,0.2564,0.0000,0.4477,3.8352,0.2234,61,0,1.1889,0.0110,-0.0037,61,0
23264598,7.4069,-13.0498,1.7933,0.4477,-0.4395,-62.3145,0.2602,0.0000,0.4545,4.2088,0.2308,61,0,1.1889,0.0110,-0.0037,61,0
23267539,7.8936,-18.8897,1.5500,-0.2823,-0.4395,-62.3145,0.2642,0.0000,0.4835,4.0989,0.2674,61,0,1.1889,0.0110,-0.0037,61,0
23272913,7.8936,-18.8897,1.5500,-0.2823,-0.3516,-62.3145,0.2713,0.0000,0.4835,4.0989,0.2674,61,0,1.1889,0.0110,-0.0037,61,0
23275897,7.8936,-18.8897,1.5500,-0.2823,-0.3516,-62.3145,0.2752,0.0000,0.4835,4.0989,0.2674,61,0,1.1889,0.0110,-0.0037,61,0
23277370,7.8936,-18.8897,1.5500,-0.2823,-0.2637,-62.3145,0.2772,0.0000,0.4835,4.0989,0.2674,61,0,1.1889,0.0110,-0.0037,61,0
23278386,7.8936,-18.8897,1.5500,-0.2823,-0.2637,-62.3145,0.2785,0.0000,0.5240,3.2198,0.2454,61,0,1.1889,0.0110,-0.0037,61,0
23283270,7.8936,-18.8897,1.5500,-0.2823,-0.1758,-62.3145,0.2848,0.0000,0.5293,3.1099,0.2967,61,0,1.1889,0.0110,-0.0037,61,0
23286216,8.8669,-23.0263,1.5500,-0.0389,-0.1758,-62.3145,0.2886,0.0000,0.5365,3.0440,0.2308,61,0,1.1889,0.0110,-0.0037,61,0
23289077,8.8669,-23.0263,1.5500,-0.0389,-0.1758,-62.3145,0.2923,0.0000,0.5365,3.0440,0.2308,61,0,1.1889,0.0110,-0.0037,61,0
23290729,8.8669,-23.0263,1.5500,-0.0389,-0.0879,-62.3145,0.2944,0.0000,0.5365,3.0440,0.2308,61,0,1.1889,0.0110,-0.0037,61,0
23292370,8.8669,-23.0263,1.5500,-0.0389,-0.0879,-62.3145,0.2965,0.0000,0.5365,3.0440,0.2308,61,0,1.1889,0.0110,-0.0037,61,0
23294017,8.8669,-23.0263,1.5500,-0.0389,-0.0879,-62.3145,0.2985,0.0000,0.5407,3.1758,0.3187,61,0,1.1889,0.0110,-0.0037,61,0
23296963,8.6236,-24.4862,0.3334,0.9344,-0.0879,-62.3145,0.3022,0.0000,0.5629,2.6923,0.2527,61,0,1.1889,0.0110,-0.0037,61,0
23301128,8.6236,-24.4862,0.3334,0.9344,0.0000,-62.3145,0.3074,0.0000,0.5629,2.6923,0.2527,61,0,1.1889,0.0110,-0.0037,61,0
23302769,8.6236,-24.4862,0.3334,0.9344,0.0000,-62.3145,0.3095,0.0000,0.5709,2.9341,0.3187,61,0,1.1889,0.0110,-0.0037,61,0
23305629,8.6236,-24.4862,0.3334,0.9344,0.0000,-62.3145,0.3130,0.0000,0.5709,2.9341,0.3187,61,0,1.1889,0.0110,-0.0037,61,0
23307276,8.6236,-24.4862,0.3334,0.9344,0.0000,-62.3145,0.3150,0.0000,0.5709,2.9341,0.3187,61,0,1.1889,0.0110,-0.0037,61,0
23308927,9.1103,-27.4062,1.3067,0.4477,0.0000,-62.3145,0.3170,0.0000,0.5747,2.2967,0.2747,61,0,1.1889,0.0110,-0.0037,61,0
23311869,9.1103,-27.4062,1.3067,0.4477,0.0000,-62.3145,0.3206,0.0000,0.5747,2.2967,0.2747,61,0,1.1889,0.0110,-0.0037,61,0
23313516,9.1103,-27.4062,1.3067,0.4477,0.0000,-62.3145,0.3225,0.0000,0.5747,2.2967,0.2747,61,0,1.1889,0.0110,-0.0037,61,0
23315162,9.1103,-27.4062,1.3067,0.4477,0.0879,-62.3145,0.3245,0.0000,0.5747,2.2967,0.2747,61,0,1.1889,0.0110,-0.0037,61,0
23316815,9.1103,-27.4062,1.3067,0.4477,0.0879,-62.3145,0.3265,0.0000,0.5789,2.4286,0.3114,61,0,1.1889,0.0110,-0.0037,61,0
23319670,9.1103,-27.4062,1.3067,0.4477,0.0879,-62.3145,0.3299,0.0000,0.5888,1.9011,0.3040,61,0,1.1889,0.0110,-0.0037,61,0
23322616,9.1103,-27.4062,1.3067,0.4477,0.0879,-62.3145,0.3333,0.0000,0.5888,1.9011,0.3040,61,0,1.1889,0.0110,-0.0037,61,0
23324263,9.1103,-27.4062,1.3067,0.4477,0.0879,-62.3145,0.3352,0.0000,0.5888,1.9011,0.3040,61,0,1.1889,0.0110,-0.0037,61,0
23325915,9.3536,-27.6495,0.0900,0.4477,0.0879,-62.3145,0.3372,0.0000,0.6144,0.7582,0.3333,61,0,1.1889,0.0110,-0.0037,61,0
23333796,9.3536,-27.6495,0.0900,0.4477,0.0879,-62.3145,0.3462,0.0000,0.6144,0.7582,0.3333,61,0,1.1889,0.0110,-0.0037,61,0
23335443,9.3536,-27.8929,0.5767,-0.0389,0.0879,-62.3145,0.3481,0.0000,0.6144,0.7582,0.3333,61,0,1.1889,0.0110,-0.0037,61,0
23337090,9.3536,-27.8929,0.5767,-0.0389,0.0879,-62.3145,0.3499,0.0000,0.6159,0.5824,0.3407,61,0,1.1889,0.0110,-0.0037,61,0
23340041,9.3536,-27.8929,0.5767,-0.0389,0.0879,-62.3145,0.3532,0.0000,0.6197,0.1429,0.3260,61,0,1.1889,0.0110,-0.0037,61,0
23342896,9.3536,-27.8929,0.5767,-0.0389,0.0879,-62.3145,0.3564,0.0000,0.6201,0.2967,0.3407,61,0,1.1889,0.0110,-0.0037,61,0
23347056,9.1103,-28.3795,1.0634,0.2044,0.0879,-62.3145,0.3609,0.0000,0.6201,0.2967,0.3407,61,0,1.1889,0.0110,-0.0037,61,0
23348703,9.1103,-28.3795,1.0634,0.2044,0.0879,-62.3145,0.3627,0.0000,0.6201,-0.1868,0.3480,61,0,1.1889,0.0110,-0.0037,61,0
23351654,9.1103,-28.3795,1.0634,0.2044,0.0879,-62.3145,0.3659,0.0000,0.6205,0.2088,0.3553,61,0,1.1889,0.0110,-0.0037,61,0
23354510,9.1103,-28.3795,1.0634,0.2044,0.0879,-62.3145,0.3689,0.0000,0.6205,-0.1868,0.3480,61,0,1.1889,0.0110,-0.0037,61,0
23359970,9.8402,-27.6495,1.7933,-0.0389,0.0879,-62.3145,0.3747,0.0000,0.6205,-0.3407,0.3626,61,0,1.1889,0.0110,-0.0037,61,0
23364130,9.8402,-27.6495,1.7933,-0.0389,0.0879,-62.3145,0.3790,0.0000,0.6201,-0.5604,0.3626,61,0,1.1889,0.0110,-0.0037,61,0
23366994,9.8402,-27.6495,1.7933,-0.0389,0.0879,-62.3145,0.3819,0.0000,0.6201,-0.5604,0.3626,61,0,1.1889,0.0110,-0.0037,61,0
23368637,9.8402,-27.6495,1.7933,-0.0389,0.0879,-62.3145,0.3835,0.0000,0.6205,0.0989,0.3700,61,0,1.1889,0.0110,-0.0037,61,0
23371583,9.8402,-27.6495,1.7933,-0.0389,0.0879,-62.3145,0.3865,0.0000,0.6205,0.0989,0.3700,61,0,1.1889,0.0110,-0.0037,61,0
23373230,9.8402,-27.6495,1.7933,-0.0389,0.0879,-62.3145,0.3881,0.0000,0.6205,0.0989,0.3700,61,0,1.1889,0.0110,-0.0037,61,0
23377534,8.3803,-28.6229,0.5767,0.9344,0.0879,-62.3145,0.3924,0.0000,0.6205,0.0989,0.3700,61,0,1.1889,0.0110,-0.0037,61,0
23379017,8.8669,-28.3795,0.0900,-0.0389,0.0879,-62.3145,0.3938,0.0000,0.6205,0.0989,0.3700,61,0,1.1889,0.0110,-0.0037,61,0
23379698,8.8669,-28.3795,0.0900,-0.0389,0.0879,-62.3145,0.3945,0.0000,0.6205,0.0989,0.3700,61,0,1.1889,0.0110,-0.0037,61,0
23381164,8.8669,-28.3795,0.0900,-0.0389,0.0879,-62.3145,0.3959,0.0000,0.6205,0.0989,0.3700,61,0,1.1889,0.0110,-0.0037,61,0
23382811,8.8669,-28.3795,0.0900,-0.0389,0.0879,-62.3145,0.3974,0.0000,0.6205,-0.0769,0.3700,61,0,1.1889,0.0110,-0.0037,61,0
23386976,8.8669,-28.3795,0.0900,-0.0389,0.0879,-62.3145,0.4014,0.0000,0.6205,-0.0769,0.3700,61,0,1.1889,0.0110,-0.0037,61,0
23388619,8.8669,-28.3795,0.0900,-0.0389,0.0879,-62.3145,0.4029,0.0000,0.6205,-0.0769,0.3700,61,0,1.1889,0.0110,-0.0037,61,0
23390265,8.8669,-28.1362,0.8200,-0.0389,0.0879,-62.3145,0.4044,0.0000,0.6205,-0.0769,0.3700,61,0,1.1889,0.0110,-0.0037,61,0
23391911,8.8669,-28.1362,0.8200,-0.0389,0.0879,-62.3145,0.4059,0.0000,0.6209,-0.1868,0.3773,61,0,1.1889,0.0110,-0.0037,61,0
23394775,8.8669,-28.1362,0.8200,-0.0389,0.0879,-62.3145,0.4086,0.0000,0.6209,-0.1868,0.3773,61,0,1.1889,0.0110,-0.0037,61,0
23397717,8.8669,-28.1362,0.8200,-0.0389,0.0879,-62.3145,0.4112,0.0000,0.6216,0.3407,0.3919,61,0,1.1889,0.0110,-0.0037,61,0
23401877,8.8669,-28.1362,0.8200,-0.0389,0.0879,-62.3145,0.4149,0.0000,0.6216,0.3407,0.3919,61,0,1.1889,0.0110,-0.0037,61,0
23403524,8.8669,-28.1362,0.8200,-0.0389,0.0879,-62.3145,0.4163,0.0000,0.6216,0.3407,0.3919,61,0,1.1889,0.0110,-0.0037,61,0
23405176,10.0836,-27.4062,0.5767,-0.0389,0.0879,-62.3145,0.4178,0.0000,0.6216,0.3407,0.3919,61,0,1.1889,0.0110,-0.0037,61,0
23406818,10.0836,-27.4062,0.5767,-0.0389,0.0879,-62.3145,0.4192,0.0000,0.6216,0.3407,0.3919,61,0,1.1889,0.0110,-0.0037,61,0
23408465,10.0836,-27.4062,0.5767,-0.0389,0.0879,-62.3145,0.4206,0.0000,0.6216,0.3407,0.3919,61,0,1.1889,0.0110,-0.0037,61,0
23410111,10.0836,-27.4062,0.5767,-0.0389,0.0879,-62.3145,0.4220,0.0000,0.6228,0.0549,0.3919,61,0,1.1889,0.0110,-0.0037,61,0
23414276,10.0836,-27.4062,0.5767,-0.0389,0.0879,-62.3145,0.4254,0.0000,0.6228,0.0549,0.3919,61,0,1.1889,0.0110,-0.0037,61,0
23415918,9.8402,-28.6229,1.3067,0.9344,0.0879,-62.3145,0.4268,0.0000,0.6239,0.0330,0.3919,61,0,1.1889,0.0110,-0.0037,61,0
23418777,9.8402,-28.6229,1.3067,0.9344,0.0879,-62.3145,0.4291,0.0000,0.6247,0.2747,0.3993,61,0,1.1889,0.0110,-0.0037,61,0
23421724,9.8402,-28.6229,1.3067,0.9344,0.1758,-62.3145,0.4315,0.0000,0.6247,0.2747,0.3993,61,0,1.1889,0.0110,-0.0037,61,0
23423376,9.8402,-28.6229,1.3067,0.9344,0.1758,-62.3145,0.4328,0.0000,0.6247,0.2747,0.3993,61,0,1.1889,0.0110,-0.0037,61,0
23425017,9.8402,-28.6229,1.3067,0.9344,0.1758,-62.3145,0.4341,0.0000,0.6247,0.2747,0.3993,61,0,1.1889,0.0110,-0.0037,61,0
23426664,9.3536,-30.8128,1.0634,-0.2823,0.1758,-62.3145,0.4353,0.0000,0.6315,0.6923,0.4066,61,0,1.1889,0.0110,-0.0037,61,0
23432037,9.3536,-30.8128,1.0634,-0.2823,0.1758,-62.3145,0.4394,0.0000,0.6315,0.6923,0.4066,61,0,1.1889,0.0110,-0.0037,61,0
23433689,9.3536,-30.8128,1.0634,-0.2823,0.1758,-62.3145,0.4407,0.0000,0.6338,0.5385,0.3993,61,0,1.1889,0.0110,-0.0037,61,0
23437844,9.3536,-30.8128,1.0634,-0.2823,0.1758,-62.3145,0.4437,0.0000,0.6426,0.6703,0.4359,61,0,1.1889,0.0110,-0.0037,61,0
23442004,9.3536,-30.8128,1.0634,-0.2823,0.1758,-62.3145,0.4467,0.0000,0.6426,0.6703,0.4359,61,0,1.1889,0.0110,-0.0037,61,0
23443651,9.3536,-30.8128,1.0634,-0.2823,0.1758,-62.3145,0.4478,0.0000,0.6426,0.6703,0.4359,61,0,1.1889,0.0110,-0.0037,61,0
23445302,9.3536,-31.5428,1.3067,-0.0389,0.1758,-62.3145,0.4490,0.0000,0.6437,0.9121,0.4359,61,0,1.1889,0.0110,-0.0037,61,0
23448244,9.3536,-31.5428,1.3067,-0.0389,0.1758,-62.3145,0.4510,0.0000,0.6464,0.7802,0.4286,61,0,1.1889,0.0110,-0.0037,61,0
23451104,9.3536,-31.5428,1.3067,-0.0389,0.1758,-62.3145,0.4529,0.0000,0.6464,0.7802,0.4286,61,0,1.1889,0.0110,-0.0037,61,0
23452751,9.3536,-31.5428,1.3067,-0.0389,0.2637,-62.3145,0.4540,0.0000,0.6464,0.7802,0.4286,61,0,1.1889,0.0110,-0.0037,61,0
23454398,9.3536,-31.5428,1.3067,-0.0389,0.2637,-62.3145,0.4551,0.0000,0.6464,0.7802,0.4286,61,0,1.1889,0.0110,-0.0037,61,0
23456050,8.8669,-31.5428,1.0634,0.6911,0.2637,-62.3145,0.4562,0.0000,0.6487,0.4286,0.4432,61,0,1.1889,0.0110,-0.0037,61,0
23460204,8.8669,-31.5428,1.0634,0.6911,0.2637,-62.3145,0.4588,0.0000,0.6495,0.6044,0.4432,61,0,1.1889,0.0110,-0.0037,61,0
23463150,8.8669,-31.5428,1.0634,0.6911,0.2637,-62.3145,0.4606,0.0000,0.6495,0.6044,0.4432,61,0,1.1889,0.0110,-0.0037,61,0
23464797,8.8669,-31.5428,1.0634,0.6911,0.2637,-62.3145,0.4616,0.0000,0.6495,0.6044,0.4432,61,0,1.1889,0.0110,-0.0037,61,0
23466449,8.1369,-31.2995,1.3067,0.6911,0.2637,-62.3145,0.4626,0.0000,0.6495,0.6044,0.4432,61,0,1.1889,0.0110,-0.0037,61,0
23468091,8.1369,-31.2995,1.3067,0.6911,0.2637,-62.3145,0.4636,0.0000,0.6510,0.2967,0.4505,61,0,1.1889,0.0110,-0.0037,61,0
23472250,8.1369,-31.2995,1.3067,0.6911,0.2637,-62.3145,0.4660,0.0000,0.6510,0.2967,0.4505,61,0,1.1889,0.0110,-0.0037,61,0
23473898,8.1369,-31.2995,1.3067,0.6911,0.2637,-62.3145,0.4669,0.0000,0.6514,0.0330,0.4579,61,0,1.1889,0.0110,-0.0037,61,0
23484634,9.1103,-31.2995,1.7933,0.9344,0.2637,-62.3145,0.4727,0.0000,0.6514,-0.0110,0.4505,61,0,1.1889,0.0110,-0.0037,61,0
23486733,9.1103,-31.2995,1.7933,0.9344,0.2637,-62.3145,0.4737,0.0000,0.6514,-0.0110,0.4505,61,0,1.1889,0.0110,-0.0037,61,0
23487877,9.5969,-30.5695,0.3334,0.4477,0.2637,-62.3145,0.4743,0.0000,0.6514,-0.2088,0.4652,61,0,1.1889,0.0110,-0.0037,61,0
23490737,9.5969,-30.5695,0.3334,0.4477,0.2637,-62.3145,0.4757,0.0000,0.6514,-0.2088,0.4652,61,0,1.1889,0.0110,-0.0037,61,0
23492397,9.5969,-30.5695,0.3334,0.4477,0.2637,-62.3145,0.4765,0.0000,0.6514,0.2088,0.4652,61,0,1.1889,0.0110,-0.0037,61,0
23496543,8.8669,-31.5428,1.0634,-0.2823,0.2637,-62.3145,0.4784,0.0000,0.6514,0.1209,0.4652,61,0,1.1889,0.0110,-0.0037,61,0
23502003,8.8669,-31.5428,1.0634,-0.2823,0.2637,-62.3145,0.4809,0.0000,0.6514,0.1209,0.4652,61,0,1.1889,0.0110,-0.0037,61,0
23504863,9.8402,-30.5695,1.0634,1.4210,0.2637,-62.3145,0.4821,0.0000,0.6514,-0.1209,0.4725,61,0,1.1889,0.0110,-0.0037,61,0
